,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y,id,outliers
34101,34,0,0,0,0,1,0,0,4,3,6,3,1,1,-2.9,92.201,-31.4,0.851,0,37708,1
19525,57,7,1,1,0,1,0,0,4,4,3,999,0,0,1.4,93.444,-36.1,4.966,1,19768,1
23593,32,2,1,0,0,0,0,0,4,4,2,999,0,0,1.4,93.444,-36.1,4.963,1,23865,1
14187,31,0,0,5,0,0,0,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.962,1,14386,1
33282,48,0,1,0,0,1,0,1,5,4,3,999,0,0,-2.9,92.963,-40.8,1.268,0,36693,1
12281,38,3,1,4,0,1,0,0,2,0,6,999,0,0,1.4,93.918,-42.7,4.96,1,12463,1
22053,47,2,0,1,0,1,0,0,4,3,3,999,0,0,1.4,93.444,-36.1,4.963,1,22312,1
18168,46,0,0,5,0,0,0,0,2,3,3,999,0,0,1.4,93.918,-42.7,4.968,1,18401,1
324,36,0,1,5,0,0,0,1,3,0,3,999,0,0,1.1,93.994,-36.4,4.857,1,329,1
1296,51,0,2,0,0,1,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.855,1,1329,1
34018,72,7,2,3,0,0,0,0,4,0,1,999,0,0,-2.9,92.201,-31.4,0.861,1,37601,1
20210,36,0,2,0,0,0,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.966,1,20456,1
15665,30,4,1,5,0,0,0,0,2,0,1,999,0,0,1.4,93.918,-42.7,4.96,1,15872,1
13509,31,0,1,5,0,1,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.963,0,13705,1
28550,85,7,1,3,0,0,0,0,1,2,3,999,0,0,-1.8,93.075,-47.1,1.384,1,30110,1
4146,54,2,2,1,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.856,1,4224,1
12328,49,3,1,3,0,0,1,1,2,0,15,999,0,0,1.4,93.918,-42.7,4.96,1,12510,1
30256,38,0,1,5,0,0,0,0,3,4,2,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32489,1
22609,30,5,1,0,0,0,0,0,4,0,3,999,0,0,1.4,93.444,-36.1,4.965,1,22872,1
3930,32,3,1,2,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4006,1
35565,44,0,0,0,0,1,0,0,3,4,4,3,1,1,-1.8,93.876,-40.0,0.682,0,39623,1
2041,42,8,1,0,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,2085,1
18215,38,4,1,5,0,0,1,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.968,1,18448,1
31270,53,3,2,3,0,0,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.281,1,34021,1
23086,40,0,1,0,0,1,0,0,4,1,2,999,0,0,1.4,93.444,-36.1,4.964,1,23354,1
34952,26,0,1,5,0,1,0,0,8,4,1,7,1,1,-3.4,92.649,-30.1,0.7140000000000001,0,38802,1
29532,28,0,0,5,0,1,1,0,3,1,2,999,0,0,-1.8,92.893,-46.2,1.334,1,31419,1
24939,29,2,0,1,0,1,1,1,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25525,1
31174,32,3,1,4,0,1,1,0,3,1,4,999,0,0,-1.8,92.893,-46.2,1.281,1,33875,1
19706,35,0,1,0,0,1,0,0,4,4,1,999,0,0,1.4,93.444,-36.1,4.966,1,19951,1
3747,36,3,1,4,0,1,1,1,3,4,4,999,0,0,1.1,93.994,-36.4,4.859,1,3821,1
18680,41,3,1,4,0,1,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.97,1,18915,1
13494,49,9,1,1,0,1,0,1,2,3,2,999,0,0,1.4,93.918,-42.7,4.963,1,13690,1
29396,33,3,1,5,0,1,0,1,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31213,1
11628,30,3,1,3,0,1,0,1,5,4,5,999,0,0,1.4,94.465,-41.8,4.959,1,11800,1
16407,32,4,0,4,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,1,16618,1
27900,36,3,1,4,0,0,0,1,1,4,4,999,0,0,-1.8,93.075,-47.1,1.405,1,29259,1
35067,62,3,1,3,0,1,0,0,8,0,1,6,1,1,-3.4,92.649,-30.1,0.7190000000000001,1,38952,1
18936,35,0,0,0,0,0,0,0,4,2,2,999,0,0,1.4,93.444,-36.1,4.968,1,19173,1
9567,32,3,0,4,0,1,0,1,5,0,17,999,0,0,1.4,94.465,-41.8,4.961,1,9711,1
20195,46,4,1,4,0,0,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.966,1,20441,1
2779,39,3,1,3,0,1,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.859,1,2840,1
9994,47,3,1,3,0,1,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.958,1,10142,1
17843,39,2,1,0,0,1,0,0,2,1,8,999,0,0,1.4,93.918,-42.7,4.963,1,18075,1
5084,58,4,2,1,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.857,1,5172,1
2072,28,6,0,0,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,2117,1
1325,41,0,1,4,0,1,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.855,1,1358,1
20573,35,0,1,0,0,0,0,0,4,1,5,999,0,0,1.4,93.444,-36.1,4.965,1,20822,1
16049,29,8,1,0,0,1,0,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.961,1,16257,1
26528,40,6,0,5,0,0,0,0,8,4,6,999,0,0,-0.1,93.2,-42.0,4.021,1,27466,1
1597,28,4,1,5,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1633,1
31282,34,10,0,5,0,1,0,0,3,1,3,999,0,0,-1.8,92.893,-46.2,1.281,0,34040,1
29469,35,0,0,0,0,0,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31313,1
30081,55,3,2,3,0,0,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32225,1
27427,32,10,0,0,0,1,0,0,1,1,2,999,0,0,-1.8,93.075,-47.1,1.415,1,28583,1
18990,39,2,0,0,0,0,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.967,1,19228,1
8294,40,3,1,4,0,0,0,1,5,2,4,999,0,0,1.4,94.465,-41.8,4.864,1,8415,1
19390,32,0,0,0,0,1,1,0,4,3,2,999,0,0,1.4,93.444,-36.1,4.968,1,19631,1
3584,42,3,1,2,0,0,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.859,1,3655,1
11011,45,4,1,2,0,1,1,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.961,1,11174,1
11153,50,9,1,4,0,1,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.961,1,11318,1
20835,53,5,1,0,0,0,1,0,4,3,2,999,0,0,1.4,93.444,-36.1,4.964,1,21087,1
11437,46,0,1,5,0,0,0,1,5,4,4,999,0,0,1.4,94.465,-41.8,4.959,1,11608,1
22572,54,3,1,4,0,1,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.965,1,22835,1
33873,29,4,1,5,0,1,0,0,4,1,2,4,1,1,-2.9,92.201,-31.4,0.879,1,37415,1
34821,33,0,1,0,0,1,0,1,8,0,4,999,0,0,-3.4,92.649,-30.1,0.722,1,38630,1
28745,31,0,0,5,0,1,1,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.365,1,30333,1
28845,60,0,1,0,0,1,0,0,3,0,2,999,0,0,-1.8,92.893,-46.2,1.354,0,30452,1
13865,36,3,0,5,0,0,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,14063,1
23131,58,2,2,1,0,0,0,0,4,1,6,999,0,0,1.4,93.444,-36.1,4.964,1,23399,1
28959,38,3,1,4,0,1,0,0,3,0,5,999,0,0,-1.8,92.893,-46.2,1.354,1,30587,1
3092,35,2,1,1,0,0,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.86,1,3156,1
22690,57,7,1,4,0,1,0,0,4,0,4,999,0,0,1.4,93.444,-36.1,4.965,1,22953,1
18397,54,3,1,4,0,1,0,1,2,3,1,999,0,0,1.4,93.918,-42.7,4.968,1,18631,1
18678,35,2,0,1,0,1,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.97,1,18913,1
31101,38,3,1,2,0,1,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.281,1,33761,1
35854,32,8,0,0,0,0,0,0,5,2,4,999,0,0,-1.7,94.055,-39.8,0.7609999999999999,1,39986,1
16131,29,3,0,4,0,1,0,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.961,1,16340,1
16519,40,3,2,4,0,0,0,0,2,3,4,999,0,0,1.4,93.918,-42.7,4.962,1,16730,1
31058,51,3,2,4,0,0,1,0,3,1,6,999,0,0,-1.8,92.893,-46.2,1.281,1,33703,1
32685,43,2,2,1,0,1,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.264,1,35968,1
34653,54,10,1,4,0,1,0,0,0,1,1,999,0,0,-3.4,92.431,-26.9,0.735,0,38422,1
3960,30,3,0,4,0,0,1,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4036,1
1336,28,3,1,2,0,1,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.855,1,1369,1
29192,29,0,0,0,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.344,1,30899,1
28782,66,10,0,3,0,1,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.365,0,30383,1
26083,43,3,1,3,0,1,0,0,8,3,6,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26910,1
23940,35,1,1,0,0,0,0,1,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24239,1
32712,35,0,1,5,0,1,0,0,3,2,3,999,0,0,-1.8,92.893,-46.2,1.266,1,36007,1
32381,39,1,2,0,0,0,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.244,1,35596,1
807,53,2,1,5,0,1,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.856,1,833,1
20657,33,0,0,0,0,1,0,0,4,3,3,999,0,0,1.4,93.444,-36.1,4.964,1,20907,1
8013,33,4,1,5,0,0,0,1,5,0,14,999,0,0,1.4,94.465,-41.8,4.865,1,8133,1
11119,37,8,1,0,0,0,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.961,1,11284,1
16134,29,3,0,4,0,1,0,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.961,1,16343,1
18807,42,2,1,5,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.968,1,19043,1
9054,32,3,1,5,0,0,0,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.967,1,9185,1
21938,30,2,0,1,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.963,1,22196,1
33816,52,8,1,5,0,1,1,0,4,2,1,10,4,2,-2.9,92.201,-31.4,0.883,0,37338,1
2749,34,3,1,4,0,0,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.859,1,2810,1
14292,38,2,0,1,0,0,0,0,2,2,4,999,0,0,1.4,93.918,-42.7,4.961,0,14492,1
30703,45,3,1,3,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,1,33166,1
25011,47,10,1,1,0,0,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25613,1
26256,44,4,1,5,0,1,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.021,1,27123,1
31696,33,2,0,1,0,0,0,0,3,3,2,999,0,0,-1.8,92.893,-46.2,1.266,1,34630,1
35483,38,8,2,0,0,1,0,0,1,0,2,6,1,1,-1.8,93.749,-34.6,0.645,0,39511,1
22731,46,2,1,1,0,0,0,0,4,0,5,999,0,0,1.4,93.444,-36.1,4.965,1,22995,1
14439,41,5,2,0,0,1,0,0,2,2,5,999,0,0,1.4,93.918,-42.7,4.961,1,14640,1
36763,29,10,0,3,0,1,0,0,8,4,1,9,1,1,-1.1,94.767,-50.8,1.028,1,41182,1
28957,41,4,0,5,0,1,0,0,3,0,2,999,0,0,-1.8,92.893,-46.2,1.354,1,30584,1
24566,31,2,1,5,0,0,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,25041,1
33627,38,0,0,0,0,1,0,1,2,0,2,999,0,0,-2.9,92.469,-33.6,0.914,1,37097,1
26842,28,1,0,0,0,1,0,0,6,4,1,999,0,0,-1.8,92.843,-50.0,1.64,1,27830,1
4462,33,3,0,4,0,0,0,1,3,2,10,999,0,0,1.1,93.994,-36.4,4.856,1,4545,1
22208,37,1,1,0,0,1,0,0,4,4,1,999,0,0,1.4,93.444,-36.1,4.964,1,22469,1
988,35,0,0,3,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.856,1,1016,1
35633,28,6,0,0,0,1,0,0,3,4,3,3,2,1,-1.8,93.876,-40.0,0.695,0,39708,1
12854,43,0,1,0,0,0,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.962,1,13045,1
16890,38,2,0,5,0,1,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.962,1,17106,1
6010,56,7,1,3,0,1,1,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,6106,1
31105,32,3,0,3,0,0,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.281,0,33765,1
34405,32,2,1,0,0,0,0,1,7,1,3,999,0,0,-3.4,92.379,-29.8,0.768,1,38094,1
31411,45,4,1,5,0,1,0,0,3,1,7,999,0,0,-1.8,92.893,-46.2,1.281,1,34223,1
6630,41,3,2,2,0,0,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.857,1,6731,1
21715,45,8,1,0,0,1,0,0,4,1,2,999,0,0,1.4,93.444,-36.1,4.964,1,21971,1
20360,32,0,1,0,0,1,1,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.965,1,20606,1
14142,32,4,1,5,0,0,0,0,2,0,2,999,0,0,1.4,93.918,-42.7,4.962,1,14341,1
23731,52,2,1,1,0,1,1,1,0,0,1,999,0,0,-0.1,93.798,-40.4,5.0,1,24006,1
5569,56,3,1,3,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,5664,1
7060,51,4,1,2,0,1,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.86,1,7165,1
13427,32,0,0,0,0,0,0,0,2,3,6,999,0,0,1.4,93.918,-42.7,4.963,1,13623,1
21501,40,0,2,0,0,1,0,0,4,2,2,999,0,0,1.4,93.444,-36.1,4.963,1,21757,1
36223,66,0,2,0,0,1,0,0,4,1,3,6,2,1,-1.7,94.027,-38.3,0.903,0,40473,1
5549,39,0,1,0,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,5643,1
24445,56,2,0,1,0,1,0,0,8,2,5,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,24881,1
29660,33,4,1,4,0,1,0,0,3,3,3,999,0,0,-1.8,92.893,-46.2,1.327,1,31607,1
25656,47,2,1,2,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26402,1
26411,57,0,2,0,0,1,1,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.021,1,27320,1
32972,55,7,2,0,0,1,0,0,5,0,2,999,0,0,-2.9,92.963,-40.8,1.266,1,36315,1
18993,31,0,1,1,0,1,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.967,1,19231,1
12174,29,0,0,0,0,1,0,1,2,4,1,999,0,0,1.4,93.918,-42.7,4.959,1,12354,1
13825,30,10,1,4,0,0,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,14023,1
23860,52,7,1,0,0,0,0,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24147,1
22754,33,2,1,1,0,1,0,0,4,2,7,999,0,0,1.4,93.444,-36.1,4.965,0,23019,1
6390,33,2,1,4,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.857,1,6489,1
20456,50,0,1,0,0,1,0,0,4,1,5,999,0,0,1.4,93.444,-36.1,4.965,0,20705,1
29553,33,8,1,0,0,1,0,0,3,1,4,999,0,0,-1.8,92.893,-46.2,1.334,1,31455,1
28008,40,4,0,5,0,0,0,0,1,0,2,999,0,0,-1.8,93.075,-47.1,1.405,0,29408,1
3798,36,7,1,5,0,0,0,1,3,4,20,999,0,0,1.1,93.994,-36.4,4.859,1,3872,1
7811,33,4,0,5,0,0,0,1,5,0,3,999,0,0,1.4,94.465,-41.8,4.865,1,7929,1
21326,48,2,1,1,1,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.963,1,21581,1
28113,26,0,0,5,0,0,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.405,0,29534,1
11407,27,4,1,5,0,1,0,1,5,4,3,999,0,0,1.4,94.465,-41.8,4.959,1,11577,1
23451,53,2,2,1,0,0,1,0,4,3,8,999,0,0,1.4,93.444,-36.1,4.962,1,23720,1
11337,26,8,0,0,0,0,0,1,5,4,1,999,0,0,1.4,94.465,-41.8,4.959,1,11507,1
4949,50,3,1,3,0,0,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,5036,1
14156,36,2,2,1,0,1,1,0,2,0,4,999,0,0,1.4,93.918,-42.7,4.962,1,14355,1
9979,42,0,0,0,0,0,1,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.958,1,10127,1
36213,65,7,1,1,0,1,0,0,4,2,2,999,0,0,-1.7,94.027,-38.3,0.904,1,40462,1
34765,67,0,1,3,0,0,0,0,0,3,2,2,2,1,-3.4,92.431,-26.9,0.722,0,38561,1
3691,43,3,1,4,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.859,1,3763,1
29353,41,3,0,4,0,0,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31154,1
1124,43,3,1,3,0,0,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.855,1,1157,1
30647,26,1,1,3,0,0,0,1,3,2,3,999,0,0,-1.8,92.893,-46.2,1.291,1,33079,1
24275,53,3,1,1,0,1,1,0,8,0,3,999,0,0,-0.1,93.2,-42.0,4.191,1,24664,1
31283,31,3,0,4,0,0,1,0,3,1,3,999,0,0,-1.8,92.893,-46.2,1.281,1,34041,1
7503,31,8,0,1,0,1,0,1,3,4,6,999,0,0,1.1,93.994,-36.4,4.864,1,7619,1
23166,43,2,1,1,0,0,0,0,4,1,2,999,0,0,1.4,93.444,-36.1,4.964,1,23434,1
17034,33,2,0,5,0,1,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.962,1,17251,1
32385,29,0,1,0,0,1,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.244,1,35601,1
3753,41,3,1,5,0,1,0,1,3,4,3,999,0,0,1.1,93.994,-36.4,4.859,1,3827,1
200,44,3,1,4,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,204,1
34499,63,7,1,5,0,0,0,0,0,1,1,999,0,0,-3.4,92.431,-26.9,0.74,0,38221,1
19569,38,0,1,0,0,1,0,0,4,4,1,999,0,0,1.4,93.444,-36.1,4.966,1,19812,1
13349,35,0,0,0,0,0,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.963,1,13545,1
2931,38,0,0,0,0,1,1,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.859,1,2993,1
31764,31,3,1,4,0,0,0,0,3,3,2,999,0,0,-1.8,92.893,-46.2,1.266,1,34722,1
17701,37,0,0,5,0,1,0,0,2,2,11,999,0,0,1.4,93.918,-42.7,4.961,1,17932,1
21154,45,0,1,0,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.963,1,21407,1
10700,35,2,0,1,0,0,0,1,5,1,3,999,0,0,1.4,94.465,-41.8,4.962,1,10859,1
36569,31,2,1,0,0,1,1,0,0,2,4,6,2,1,-1.1,94.601,-49.5,0.982,0,40927,1
19536,51,3,1,3,0,1,0,0,4,4,1,999,0,0,1.4,93.444,-36.1,4.966,1,19779,1
16658,34,4,2,5,0,0,0,1,2,3,4,999,0,0,1.4,93.918,-42.7,4.962,1,16872,1
12051,29,2,0,0,0,1,0,1,2,3,1,999,0,0,1.4,93.918,-42.7,4.966,1,12230,1
33313,25,2,0,4,0,0,0,1,5,4,2,999,0,0,-2.9,92.963,-40.8,1.268,1,36726,1
11816,44,3,1,4,0,1,0,1,5,1,5,999,0,0,1.4,94.465,-41.8,4.958,1,11993,1
33198,21,6,0,5,0,0,0,0,5,3,1,999,0,0,-2.9,92.963,-40.8,1.26,0,36595,1
3483,40,4,2,5,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.859,1,3551,1
21049,50,4,1,4,0,1,1,0,4,0,3,999,0,0,1.4,93.444,-36.1,4.963,1,21302,1
31967,32,3,0,2,0,1,0,1,3,4,6,999,0,0,-1.8,92.893,-46.2,1.25,1,35020,1
18947,59,3,1,4,0,1,0,0,4,2,2,999,0,0,1.4,93.444,-36.1,4.968,1,19184,1
22656,52,3,1,3,0,1,0,0,4,0,4,999,0,0,1.4,93.444,-36.1,4.965,1,22919,1
12931,25,0,1,5,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.962,1,13123,1
9192,55,0,1,5,0,1,0,1,5,4,1,999,0,0,1.4,94.465,-41.8,4.967,1,9328,1
20621,31,0,1,0,0,0,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.964,1,20870,1
17004,56,0,1,0,0,0,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.962,1,17220,1
14402,25,3,1,5,0,1,0,0,2,2,4,999,0,0,1.4,93.918,-42.7,4.961,1,14603,1
10616,42,8,1,4,0,1,0,1,5,2,3,999,0,0,1.4,94.465,-41.8,4.961,1,10773,1
32633,26,0,0,0,0,1,0,0,3,0,5,999,0,0,-1.8,92.893,-46.2,1.264,1,35906,1
10067,30,2,0,0,0,1,0,1,5,0,3,999,0,0,1.4,94.465,-41.8,4.96,1,10217,1
35074,42,3,1,4,0,1,0,0,9,1,2,999,0,0,-3.0,92.713,-33.0,0.721,1,38963,1
28821,25,0,0,0,0,1,0,1,1,3,2,999,0,0,-1.8,93.075,-47.1,1.365,0,30424,1
1509,42,0,1,0,0,1,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.855,1,1543,1
17198,46,8,1,0,0,0,0,0,2,0,2,999,0,0,1.4,93.918,-42.7,4.962,0,17418,1
25830,31,3,0,5,0,0,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26611,1
12122,45,8,1,0,0,0,1,1,2,4,1,999,0,0,1.4,93.918,-42.7,4.959,1,12302,1
19815,50,0,1,5,0,0,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.965,1,20060,1
42,57,0,1,0,0,0,1,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,43,1
8171,50,3,1,4,0,0,0,1,5,2,6,999,0,0,1.4,94.465,-41.8,4.864,1,8292,1
32057,42,8,1,0,0,1,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.25,1,35144,1
19942,52,3,1,3,0,1,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.965,0,20187,1
4657,36,2,1,0,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4740,1
24800,58,5,1,3,0,1,0,0,8,2,4,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,25335,1
8803,37,0,1,5,0,1,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8930,1
18081,39,2,1,5,0,0,0,0,2,1,3,999,0,0,1.4,93.918,-42.7,4.963,1,18314,1
18275,35,2,0,1,0,1,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.968,1,18508,1
26725,30,8,1,0,0,1,0,0,6,0,3,999,0,0,-1.8,92.843,-50.0,1.811,1,27706,1
21003,41,2,1,1,0,1,1,0,4,0,3,999,0,0,1.4,93.444,-36.1,4.963,1,21256,1
10168,37,0,2,0,0,0,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.96,1,10319,1
7575,44,2,1,1,0,0,0,1,3,4,3,999,0,0,1.1,93.994,-36.4,4.864,1,7691,1
23191,38,0,2,0,0,0,0,0,4,1,9,999,0,0,1.4,93.444,-36.1,4.964,1,23459,1
16660,30,0,0,0,0,1,0,0,2,3,2,999,0,0,1.4,93.918,-42.7,4.962,1,16874,1
36155,26,10,0,0,0,1,0,0,4,3,3,6,2,1,-1.7,94.027,-38.3,0.904,0,40389,1
2605,55,3,1,4,0,1,0,1,3,1,4,999,0,0,1.1,93.994,-36.4,4.859,1,2661,1
33387,29,0,0,5,0,1,0,0,5,0,1,3,1,1,-2.9,92.963,-40.8,1.26,0,36811,1
19028,55,0,1,0,0,0,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.967,1,19266,1
23969,49,2,1,1,0,1,0,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24275,1
1563,31,0,1,5,0,1,1,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1599,1
24573,52,4,1,5,0,1,0,1,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,25050,1
13671,34,4,2,4,0,0,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.963,1,13867,1
4585,49,3,1,4,0,0,1,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4668,1
22100,55,8,1,0,0,0,0,0,4,3,5,999,0,0,1.4,93.444,-36.1,4.963,1,22360,1
8759,56,2,1,1,0,0,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8885,1
7308,30,0,1,0,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.864,0,7419,1
22328,32,2,1,1,0,1,0,0,4,4,4,999,0,0,1.4,93.444,-36.1,4.964,1,22590,1
58,25,2,0,0,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,59,1
2717,49,3,1,4,0,1,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.859,1,2776,1
24243,31,9,1,5,0,0,0,0,8,0,2,999,0,0,-0.1,93.2,-42.0,4.191,1,24621,1
30835,32,3,0,4,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,1,33355,1
24061,50,3,1,4,0,0,0,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24390,1
15485,41,3,0,0,0,0,0,0,2,0,1,999,0,0,1.4,93.918,-42.7,4.96,1,15692,1
19400,48,3,1,3,0,1,0,0,4,3,3,999,0,0,1.4,93.444,-36.1,4.968,1,19642,1
1253,35,3,1,4,0,1,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.855,1,1286,1
1625,37,3,1,4,0,1,1,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1661,1
15476,26,0,1,5,0,0,0,0,2,0,4,999,0,0,1.4,93.918,-42.7,4.96,1,15683,1
19210,33,0,1,0,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.968,1,19451,1
3969,57,7,1,3,0,1,0,1,3,0,12,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4045,1
5991,43,3,1,4,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,6087,1
25147,52,2,0,3,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25782,1
